Date,Actual,Predicted
2017-03-08 16:16:00,1172.727,1173.69
2017-03-08 16:17:00,1173.625,1174.43
2017-03-08 16:18:00,1185.688,1183.27
2017-03-08 16:20:00,1185.682,1185.61
2017-03-08 16:21:00,1185.681,1184.88
2017-03-08 16:25:00,1178.009,1177.19
2017-03-08 16:26:00,1178.008,1177.28
2017-03-08 16:27:00,1185.669,1185.01
2017-03-08 16:31:00,1185.669,1185.17
2017-03-08 16:33:00,1178.089,1177.27
2017-03-08 16:37:00,1186.19,1185.41
2017-03-08 16:38:00,1183.0,1182.3
2017-03-08 16:39:00,1186.25,1185.47
2017-03-08 16:40:00,1186.203,1186.0
2017-03-08 16:42:00,1186.33,1186.04
2017-03-08 16:44:00,1186.33,1185.5
2017-03-08 16:47:00,1186.33,1187.91
2017-03-08 16:48:00,1186.33,1187.52
2017-03-08 16:49:00,1186.33,1188.01
2017-03-08 16:50:00,1187.0,1219.21
2017-03-08 16:52:00,1192.969,1192.22
2017-03-08 16:55:00,1192.909,1194.68
2017-03-08 16:57:00,1192.96,1192.21
2017-03-08 16:58:00,1192.95,1189.89
2017-03-08 16:59:00,1192.99,1192.22
2017-03-08 17:01:00,1183.174,1187.89
2017-03-08 17:02:00,1183.66,1182.84
2017-03-08 17:03:00,1192.99,1192.19
2017-03-08 17:04:00,1183.7,1182.88
2017-03-08 17:10:00,1184.0,1183.2
2017-03-08 17:11:00,1183.36,1182.54
2017-03-08 17:12:00,1183.36,1182.54
2017-03-08 17:13:00,1185.0,1184.2
2017-03-08 17:14:00,1185.0,1184.2
2017-03-08 17:18:00,1183.44,1183.09
2017-03-08 17:19:00,1183.44,1183.43
2017-03-08 17:22:00,1190.529,1186.42
2017-03-08 17:24:00,1191.21,1190.61
2017-03-08 17:25:00,1185.05,1187.55
2017-03-08 17:28:00,1190.829,1190.41
2017-03-08 17:30:00,1181.4,1183.18
2017-03-08 17:31:00,1176.001,1179.23
2017-03-08 17:32:00,1176.002,1179.65
2017-03-08 17:35:00,1184.52,1183.83
2017-03-08 17:40:00,1184.259,1183.45
2017-03-08 17:42:00,1183.799,1179.59
2017-03-08 17:43:00,1179.98,1177.16
2017-03-08 17:44:00,1183.67,1181.31
2017-03-08 17:45:00,1175.239,1174.91
2017-03-08 17:46:00,1172.714,1173.21
2017-03-08 17:48:00,1174.41,1173.61
2017-03-08 17:51:00,1184.17,1181.99
2017-03-08 17:52:00,1177.892,1181.2
2017-03-08 17:54:00,1177.96,1177.16
2017-03-08 17:55:00,1177.98,1177.27
2017-03-08 17:56:00,1182.0,1181.72
2017-03-08 17:57:00,1182.0,1183.89
2017-03-08 17:58:00,1182.0,1181.18
2017-03-08 18:02:00,1182.0,1181.2
2017-03-08 18:03:00,1182.0,1181.18
2017-03-08 18:04:00,1182.0,1181.42
2017-03-08 18:05:00,1182.0,1181.18
2017-03-08 18:06:00,1186.0,1183.82
2017-03-08 18:08:00,1177.892,1179.5
2017-03-08 18:09:00,1177.892,1178.47
2017-03-08 18:10:00,1182.15,1181.75
2017-03-08 18:11:00,1186.0,1184.22
2017-03-08 18:12:00,1177.892,1183.04
2017-03-08 18:15:00,1182.08,1181.45
2017-03-08 18:16:00,1182.19,1181.63
2017-03-08 18:17:00,1187.0,1186.58
2017-03-08 18:18:00,1187.0,1186.14
2017-03-08 18:19:00,1187.0,1186.24
2017-03-08 18:20:00,1187.0,1187.8
2017-03-08 18:22:00,1186.9,1186.89
2017-03-08 18:23:00,1189.0,1188.05
2017-03-08 18:24:00,1190.0,1189.12
2017-03-08 18:25:00,1188.96,1188.56
2017-03-08 18:27:00,1190.0,1190.8
2017-03-08 18:28:00,1190.0,1189.58
2017-03-08 18:29:00,1189.998,1190.15
2017-03-08 18:30:00,1189.98,1189.3
2017-03-08 18:31:00,1189.96,1189.54
2017-03-08 18:37:00,1189.579,1189.24
2017-03-08 18:41:00,1179.21,1178.41
2017-03-08 18:44:00,1179.21,1178.42
2017-03-08 18:46:00,1179.21,1178.49
2017-03-08 18:47:00,1187.08,1186.65
2017-03-08 18:52:00,1188.95,1188.13
2017-03-08 18:53:00,1188.869,1188.32
2017-03-08 18:54:00,1187.08,1186.28
2017-03-08 18:56:00,1187.988,1187.42
2017-03-08 18:58:00,1187.944,1187.96
2017-03-08 19:01:00,1180.0,1180.39
2017-03-08 19:02:00,1180.99,1180.17
2017-03-08 19:03:00,1173.021,1172.2
2017-03-08 19:04:00,1179.0,1176.3
2017-03-08 19:05:00,1179.0,1176.92
2017-03-08 19:06:00,1179.0,1178.35
2017-03-08 19:09:00,1184.094,1179.25
2017-03-08 19:11:00,1184.1,1183.61
2017-03-08 19:12:00,1184.1,1183.33
2017-03-08 19:14:00,1184.1,1185.42
2017-03-08 19:16:00,1173.113,1178.07
2017-03-08 19:17:00,1187.658,1180.14
2017-03-08 19:18:00,1173.238,1172.4
2017-03-08 19:19:00,1175.0,1174.25
2017-03-08 19:22:00,1176.001,1175.18
2017-03-08 19:23:00,1186.359,1185.54
2017-03-08 19:24:00,1176.004,1175.19
2017-03-08 19:30:00,1176.003,1179.37
2017-03-08 19:34:00,1180.003,1179.29
2017-03-08 19:35:00,1182.0,1180.36
2017-03-08 19:36:00,1184.949,1184.13
2017-03-08 19:39:00,1184.906,1184.08
2017-03-08 19:40:00,1184.888,1184.28
2017-03-08 19:41:00,1184.886,1184.19
2017-03-08 19:42:00,1185.099,1184.34
2017-03-08 19:43:00,1185.097,1184.28
2017-03-08 19:46:00,1184.919,1184.44
2017-03-08 19:47:00,1177.0,1176.35
2017-03-08 19:48:00,1177.0,1176.38
2017-03-08 19:49:00,1184.689,1183.92
2017-03-08 19:50:00,1177.0,1176.29
2017-03-08 19:51:00,1184.51,1180.63
2017-03-08 19:52:00,1177.001,1176.2
2017-03-08 19:55:00,1178.0,1177.99
2017-03-08 19:56:00,1176.0,1177.47
2017-03-08 19:57:00,1173.11,1175.32
2017-03-08 20:00:00,1173.112,1174.08
2017-03-08 20:01:00,1173.112,1172.59
2017-03-08 20:02:00,1173.111,1172.31
2017-03-08 20:03:00,1169.721,1170.25
2017-03-08 20:04:00,1169.69,1169.22
2017-03-08 20:06:00,1169.46,1168.95
2017-03-08 20:07:00,1169.46,1170.63
2017-03-08 20:08:00,1165.022,1164.21
2017-03-08 20:09:00,1165.023,1164.37
2017-03-08 20:11:00,1165.0,1164.72
2017-03-08 20:12:00,1165.0,1164.34
2017-03-08 20:15:00,1168.429,1167.2
2017-03-08 20:16:00,1162.983,1166.24
2017-03-08 20:17:00,1168.33,1167.67
2017-03-08 20:18:00,1161.97,1162.32
2017-03-08 20:19:00,1160.0,1159.43
2017-03-08 20:20:00,1160.001,1159.6
2017-03-08 20:21:00,1160.0,1159.2
2017-03-08 20:22:00,1160.001,1159.39
2017-03-08 20:23:00,1162.0,1160.93
2017-03-08 20:24:00,1165.0,1163.99
2017-03-08 20:25:00,1163.01,1162.19
2017-03-08 20:26:00,1163.107,1164.46
2017-03-08 20:27:00,1169.0,1166.14
2017-03-08 20:30:00,1166.001,1165.26
2017-03-08 20:32:00,1166.0,1165.29
2017-03-08 20:33:00,1166.001,1165.33
2017-03-08 20:35:00,1164.0,1165.24
2017-03-08 20:36:00,1165.99,1165.29
2017-03-08 20:41:00,1161.331,1162.11
2017-03-08 20:42:00,1161.328,1161.96
2017-03-08 20:43:00,1161.32,1160.54
2017-03-08 20:44:00,1159.0,1159.63
2017-03-08 20:45:00,1158.448,1161.16
2017-03-08 20:46:00,1158.447,1158.06
2017-03-08 20:47:00,1158.0,1160.16
2017-03-08 20:48:00,1153.883,1155.5
2017-03-08 20:49:00,1153.839,1153.03
2017-03-08 20:50:00,1150.655,1154.72
2017-03-08 20:51:00,1153.0,1158.26
2017-03-08 20:52:00,1150.001,1151.04
2017-03-08 20:53:00,1155.0,1153.4
2017-03-08 20:54:00,1155.0,1155.31
2017-03-08 20:55:00,1155.0,1161.5
2017-03-08 20:56:00,1157.011,1158.05
2017-03-08 20:57:00,1160.0,1159.35
2017-03-08 20:58:00,1161.46,1165.08
2017-03-08 20:59:00,1161.46,1161.47
2017-03-08 21:01:00,1160.79,1161.44
2017-03-08 21:02:00,1155.006,1155.94
2017-03-08 21:03:00,1155.0,1152.51
2017-03-08 21:04:00,1150.53,1151.33
2017-03-08 21:05:00,1150.0,1152.08
2017-03-08 21:06:00,1150.0,1149.23
2017-03-08 21:08:00,1160.0,1157.61
2017-03-08 21:09:00,1160.0,1159.39
2017-03-08 21:10:00,1160.0,1159.24
2017-03-08 21:13:00,1157.04,1157.79
2017-03-08 21:14:00,1155.0,1154.42
2017-03-08 21:15:00,1155.0,1154.42
2017-03-08 21:16:00,1155.0,1153.83
2017-03-08 21:18:00,1159.92,1155.39
2017-03-08 21:21:00,1159.148,1158.36
2017-03-08 21:23:00,1159.148,1157.8
2017-03-08 21:24:00,1155.0,1154.25
2017-03-08 21:26:00,1159.959,1158.94
2017-03-08 21:27:00,1160.0,1159.3
2017-03-08 21:28:00,1159.148,1159.14
2017-03-08 21:29:00,1159.148,1158.43
2017-03-08 21:30:00,1155.0,1154.19
2017-03-08 21:31:00,1155.0,1154.84
2017-03-08 21:33:00,1155.0,1154.22
2017-03-08 21:35:00,1155.0,1154.27
2017-03-08 21:37:00,1160.0,1164.49
2017-03-08 21:38:00,1165.0,1169.67
2017-03-08 21:39:00,1167.227,1165.05
2017-03-08 21:40:00,1168.02,1167.96
2017-03-08 21:41:00,1162.237,1164.63
2017-03-08 21:44:00,1162.237,1161.43
2017-03-08 21:48:00,1155.125,1154.32
2017-03-08 21:49:00,1155.125,1154.32
2017-03-08 21:50:00,1155.125,1155.11
2017-03-08 21:51:00,1157.218,1156.41
2017-03-08 21:52:00,1155.24,1154.43
2017-03-08 21:53:00,1157.968,1157.13
2017-03-08 21:54:00,1155.24,1154.44
2017-03-08 22:03:00,1157.99,1157.31
2017-03-08 22:05:00,1157.99,1156.69
2017-03-08 22:07:00,1157.99,1157.43
2017-03-08 22:08:00,1157.99,1157.51
2017-03-08 22:09:00,1157.0,1157.04
2017-03-08 22:10:00,1157.0,1158.02
2017-03-08 22:11:00,1157.99,1157.45
2017-03-08 22:14:00,1157.986,1157.19
2017-03-08 22:15:00,1151.769,1150.97
2017-03-08 22:19:00,1142.0,1149.46
2017-03-08 22:21:00,1147.498,1146.69
2017-03-08 22:23:00,1157.349,1153.34
2017-03-08 22:24:00,1157.246,1156.75
2017-03-08 22:27:00,1153.978,1152.34
2017-03-08 22:28:00,1142.002,1145.49
2017-03-08 22:29:00,1148.0,1144.92
2017-03-08 22:31:00,1147.988,1147.27
2017-03-08 22:32:00,1147.987,1148.18
2017-03-08 22:33:00,1155.417,1154.68
2017-03-08 22:35:00,1146.66,1145.33
2017-03-08 22:39:00,1146.73,1147.72
2017-03-08 22:40:00,1153.728,1149.78
2017-03-08 22:41:00,1143.0,1143.01
2017-03-08 22:42:00,1143.344,1149.01
2017-03-08 22:45:00,1153.0,1153.38
2017-03-08 22:46:00,1155.336,1154.53
2017-03-08 22:49:00,1152.0,1151.66
2017-03-08 22:56:00,1146.0,1148.52
2017-03-08 22:57:00,1151.5,1150.87
2017-03-08 22:58:00,1151.5,1151.13
2017-03-08 22:59:00,1152.0,1156.75
2017-03-08 23:00:00,1155.338,1154.56
2017-03-08 23:02:00,1157.99,1156.05
2017-03-08 23:03:00,1160.95,1158.78
2017-03-08 23:04:00,1160.95,1160.18
2017-03-08 23:07:00,1163.92,1163.75
2017-03-08 23:09:00,1160.95,1160.17
2017-03-08 23:10:00,1152.001,1156.89
2017-03-08 23:12:00,1147.0,1152.51
2017-03-08 23:13:00,1147.0,1147.26
2017-03-08 23:14:00,1143.0,1144.96
2017-03-08 23:15:00,1143.534,1142.75
2017-03-08 23:16:00,1143.0,1143.02
2017-03-08 23:17:00,1140.0,1143.41
2017-03-08 23:18:00,1140.0,1140.0
2017-03-08 23:19:00,1139.0,1138.35
2017-03-08 23:20:00,1139.0,1139.07
2017-03-08 23:21:00,1139.0,1138.2
2017-03-08 23:22:00,1138.999,1138.25
2017-03-08 23:23:00,1138.999,1138.58
2017-03-08 23:24:00,1138.999,1139.12
2017-03-08 23:25:00,1138.999,1138.58
2017-03-08 23:27:00,1145.45,1142.21
2017-03-08 23:28:00,1147.349,1145.76
2017-03-08 23:29:00,1147.349,1146.63
2017-03-08 23:30:00,1145.44,1144.63
2017-03-08 23:31:00,1138.11,1141.51
2017-03-08 23:32:00,1131.342,1138.96
2017-03-08 23:33:00,1143.472,1141.04
2017-03-08 23:34:00,1133.0,1137.89
2017-03-08 23:38:00,1134.64,1133.91
2017-03-08 23:39:00,1143.39,1142.72
2017-03-08 23:40:00,1143.39,1142.61
2017-03-08 23:41:00,1143.399,1142.62
2017-03-08 23:42:00,1143.39,1142.87
2017-03-08 23:43:00,1141.492,1140.94
2017-03-08 23:44:00,1141.49,1140.68
2017-03-08 23:46:00,1141.49,1141.69
2017-03-08 23:47:00,1141.49,1140.73
2017-03-08 23:50:00,1143.2,1142.43
2017-03-08 23:51:00,1143.2,1142.4
2017-03-08 23:52:00,1143.39,1143.73
2017-03-08 23:53:00,1143.39,1142.56
2017-03-08 23:55:00,1143.39,1142.61
2017-03-08 23:56:00,1143.388,1142.66
2017-03-08 23:58:00,1143.39,1142.59
2017-03-08 23:59:00,1143.387,1142.63
2017-03-09 00:01:00,1143.387,1145.75
2017-03-09 00:02:00,1133.002,1138.28
2017-03-09 00:03:00,1131.336,1133.42
2017-03-09 00:04:00,1145.232,1138.9
2017-03-09 00:05:00,1145.225,1144.74
2017-03-09 00:06:00,1136.462,1136.49
2017-03-09 00:07:00,1136.462,1135.98
2017-03-09 00:11:00,1136.462,1135.68
2017-03-09 00:12:00,1136.462,1135.69
2017-03-09 00:14:00,1136.462,1139.76
2017-03-09 00:15:00,1136.338,1133.97
2017-03-09 00:16:00,1136.986,1136.2
2017-03-09 00:17:00,1136.987,1136.26
2017-03-09 00:18:00,1136.986,1136.18
2017-03-09 00:19:00,1136.985,1136.29
2017-03-09 00:20:00,1136.986,1133.88
2017-03-09 00:21:00,1142.989,1139.46
2017-03-09 00:22:00,1136.393,1138.99
2017-03-09 00:24:00,1136.39,1136.13
2017-03-09 00:25:00,1135.0,1134.92
2017-03-09 00:26:00,1136.391,1135.6
2017-03-09 00:27:00,1136.392,1137.68
2017-03-09 00:28:00,1142.967,1142.16
2017-03-09 00:31:00,1143.673,1137.96
2017-03-09 00:32:00,1143.664,1138.04
2017-03-09 00:33:00,1133.0,1135.8
2017-03-09 00:34:00,1133.0,1132.19
2017-03-09 00:35:00,1143.665,1142.94
2017-03-09 00:36:00,1130.0,1131.53
2017-03-09 00:37:00,1129.999,1129.34
2017-03-09 00:38:00,1130.0,1130.34
2017-03-09 00:39:00,1130.0,1129.28
2017-03-09 00:40:00,1129.999,1129.4
2017-03-09 00:41:00,1130.0,1129.26
2017-03-09 00:42:00,1126.167,1127.59
2017-03-09 00:43:00,1126.171,1125.41
2017-03-09 00:44:00,1128.208,1127.53
2017-03-09 00:45:00,1126.004,1128.13
2017-03-09 00:46:00,1122.192,1123.22
2017-03-09 00:47:00,1123.137,1122.64
2017-03-09 00:48:00,1129.996,1129.58
2017-03-09 00:49:00,1122.192,1121.4
2017-03-09 00:51:00,1120.0,1124.69
2017-03-09 00:52:00,1120.002,1124.76
2017-03-09 00:53:00,1129.981,1129.34
2017-03-09 00:54:00,1124.0,1123.23
2017-03-09 00:55:00,1129.986,1125.2
2017-03-09 00:56:00,1129.985,1129.19
2017-03-09 00:57:00,1112.6,1116.12
2017-03-09 00:59:00,1126.498,1119.87
2017-03-09 01:00:00,1112.614,1111.84
2017-03-09 01:01:00,1112.331,1114.56
2017-03-09 01:03:00,1116.176,1115.98
2017-03-09 01:04:00,1126.473,1122.05
2017-03-09 01:05:00,1126.471,1125.72
2017-03-09 01:08:00,1113.002,1114.53
2017-03-09 01:13:00,1123.987,1121.55
2017-03-09 01:14:00,1120.0,1119.53
2017-03-09 01:16:00,1111.261,1110.56
2017-03-09 01:17:00,1120.0,1115.47
2017-03-09 01:19:00,1119.999,1114.45
2017-03-09 01:21:00,1111.214,1110.89
2017-03-09 01:23:00,1112.001,1111.59
2017-03-09 01:25:00,1113.112,1112.37
2017-03-09 01:26:00,1112.556,1111.76
2017-03-09 01:27:00,1112.556,1112.01
2017-03-09 01:28:00,1112.556,1111.78
2017-03-09 01:29:00,1116.386,1113.68
2017-03-09 01:34:00,1116.386,1115.79
2017-03-09 01:35:00,1116.386,1115.6
2017-03-09 01:36:00,1116.386,1115.59
2017-03-09 01:37:00,1116.386,1115.67
2017-03-09 01:38:00,1118.0,1117.24
2017-03-09 01:39:00,1117.384,1116.62
2017-03-09 01:41:00,1117.386,1116.68
2017-03-09 01:42:00,1117.385,1116.59
2017-03-09 01:43:00,1120.0,1121.05
2017-03-09 01:44:00,1120.0,1119.9
2017-03-09 01:45:00,1126.389,1125.05
2017-03-09 01:46:00,1126.389,1128.07
2017-03-09 01:47:00,1126.39,1125.62
2017-03-09 01:49:00,1125.0,1124.37
2017-03-09 01:50:00,1129.916,1129.11
2017-03-09 01:51:00,1125.0,1126.83
2017-03-09 01:52:00,1125.0,1124.29
2017-03-09 01:53:00,1120.009,1119.21
2017-03-09 01:56:00,1124.999,1122.05
2017-03-09 01:58:00,1125.0,1124.2
2017-03-09 02:00:00,1126.395,1124.98
2017-03-09 02:01:00,1126.394,1125.61
2017-03-09 02:02:00,1126.396,1125.84
2017-03-09 02:04:00,1126.394,1123.32
2017-03-09 02:06:00,1126.398,1125.76
2017-03-09 02:07:00,1124.0,1123.2
2017-03-09 02:11:00,1124.0,1123.29
2017-03-09 02:12:00,1124.999,1124.28
2017-03-09 02:13:00,1124.0,1123.83
2017-03-09 02:14:00,1125.0,1124.25
2017-03-09 02:17:00,1125.0,1124.52
2017-03-09 02:18:00,1125.0,1123.91
2017-03-09 02:19:00,1129.991,1126.97
2017-03-09 02:20:00,1129.999,1129.24
2017-03-09 02:21:00,1129.998,1129.71
2017-03-09 02:22:00,1129.995,1129.42
2017-03-09 02:23:00,1130.0,1129.33
2017-03-09 02:25:00,1130.0,1129.37
2017-03-09 02:27:00,1130.0,1129.27
2017-03-09 02:28:00,1130.0,1130.11
2017-03-09 02:31:00,1130.0,1129.25
2017-03-09 02:32:00,1130.0,1129.31
